,Description,TotalSalesDollars,ProfitMargin
2046,Columbia Crest H3 Svgn Bl,519.04,47.78051787916152
2049,Columbia Crest Two Vines Rsl,630.91,21.483104639214915
2050,Columbia Crest Two Vn Shiraz,226.70000000000002,51.61887957653286
2052,Columbia Crest Vns Merlot/Ca,7712.4,36.20909185208235
2053,Columbia Crest Walter Clore,500.78999999999996,61.99604624692985
2054,Columbia Winery Cab Svgn,8262.89,56.91047563261763
2056,Columbia Winery Merlot,503.64,63.4024303073624
2057,Columbia Winery Red Blend,1642.6299999999999,60.896854434656625
2059,Comandon XO Cognac,2599.8,96.21201630894684
2060,Comm Bargemone d'Aix Blanc,2578.71,21.92452815555065
2061,Commander Quincy's Rum Toddy,6925.05,78.25459743972968
2063,Common Man Pnt Grigio,4854.599999999999,27.44778148560128
2064,Common Man Slctn Woodford Rs,2253.51,20.634920634920643
2065,Comoloco Monastrell Jumilla,269.7,17.24137931034482
2066,Compilation Cab Svgn,658.8,35.154826958105645
2068,Concannon Crimson & Clover,311.76,32.87143956889915
2069,Concannon Founder Chard,4790.71,40.384619398794754
2070,Concannon Glen Ellen Wh Zin,15.950000000000001,83.44827586206897
2071,Concannon Irish Whiskey,263.88,21.873578899499773
2072,Concannon Petite Sirah Cntrl,3536.75,91.87728847105394
2074,Conch Republic Dark Rum,224.82,51.69468908460102
2075,Conn Crk Ltd Rls Np Cab Svgn,6878.25,21.91851124922763
2077,Cono Sur Cab Svgn Cntrl Vly,7426.08,42.2659061038933
2078,Cono Sur Chard Cntrl Vly,5488.32,47.19549880473441
2079,Cono Sur Organic Cab Svgn,8875.27,38.85932484307521
2080,Cono Sur Organic Chard,6143.06,41.36147131885412
2081,Cono Sur Organic Svgn Bl,2315.7400000000002,53.49434737923947
2084,Cono Sur Vision Cab Svgn,2811.44,25.942577469197282
2085,Cono Sur Vision Pnt Nr,2972.34,41.78155931017314
2086,Cono Sur Vision Svgn Bl Csbl,2615.61,38.88997212887242
2088,Conservancy Concannon Chard,77.94,1.963048498845267
2089,Constanti Brunello Montalcno,1841.75,29.501832496267134
2090,Conterno Barolo Sori Gnestra,3097.66,37.4627944964909
2091,Conterno Fantino Barb Alba,2634.0699999999997,0.47644899338285346
2092,Conterno Fantino Barolo Mosc,4370.53,47.89281849112121
2094,Conti Zecca Primitivo,520.84,34.298440979955465
2095,Contos de Valpiedra Rioja,199.9,32.86643321660831
2096,Contratto 08 Milesimato Brut,2965.62,79.97450786007647
2097,Conundrum Sparkling 25th Ann,1199.52,31.972789115646254
2098,Convento Las Claras 12 Tinto,4065.1499999999996,87.00269362754142
2101,Cooks Extra Dry Champagne,2973.11,21.57706912963194
2102,Cooks Grand Reserve,285.64,13.45749894972693
2104,Copa di Vino Cab Svgn,1416.8100000000002,50.34196540114766
2105,Copa di Vino Chard,1503.96,59.52285965052262
2106,Copa di Vino Pnt Grigio,2255.94,59.602649006622514
2107,Copain Monument Tree Pnt Nr,1049.79,96.86699244610827
2109,Copain Tous Ensemble Pnt Nr,5253.8099999999995,9.870741423842874
2110,Copain Wentzel Pnt Nr,839.86,90.66272950253614
2112,Coppo L'Avvocata,1152.26,42.214430770832976
2119,Corbett Canyon Pnt Nr,1143.1200000000001,23.95199104206033
2121,Cormons Schioppettino,363.72,16.243264049268678
2125,Coronet VSQ,181.85999999999999,32.4975255691191
2126,Corral De Peidra Cab Svgn,9196.54,33.3471066292323
2129,Cortijo Rosado Rioja,237.83,69.05352562754909
2130,Cortijo Tinto Rioja,195.27,35.45347467608952
2131,Coruba Rum,179.88,24.216144096064042
2132,Corvo Moscato Siciliarvo,8151.88,23.51543447646432
2133,Corvo Nero d'Avola & Pnt Gr,5367.76,80.8098722744683
2134,Corvo Pnt Grigio,2659.38,9.06188660514856
2138,Corzo Silver Tequila,699.86,25.718000743005742
2139,Cos d'Estournel St Estephe,2099.9300000000003,33.7744591486383
2141,Cosentino The Zin,629.58,41.27513580482227
2142,Coste di Brenta Cerasuolo,186.83,2.62805759246375
2143,Cote Mas Blanc Mediterrane,1609.21,91.71021805730761
2145,Couleurs Du Sud Viognier,2547.45,79.86221515633281
2146,Couly-Dutheil Chinon Rose,1219.3899999999999,87.54131163942627
2149,Courvoisier L'Essence Cognac,3399.99,25.925958605760595
2150,Courvoisier Rose,591.68,93.15508382909681
2155,Cousino Macul RSV Cab Svgn,9821.93,44.07657150885824
2156,Couvent des Thorins Moulin,649.75,97.31589072720276
2161,Crane Lake Cab Svgn Cal,733.75,17.343330578454335
2162,Crane Lake Chard Cal,943.9499999999999,17.775305895439374
2163,Crane Lake Pnt Grigio Cal,539.4,33.815350389321466
2164,Creme Yvette Liqueur,47.98,61.83826594414339
2165,Creta Olympia Red,23.759999999999998,35.35353535353535
2166,Creta Olympia White,431.28,56.3717306622148
2169,Crios Cab Svgn,3314.38,41.358564799449674
2172,Cristobal Pie Palo Viognier,359.7,40.867389491242704
2173,Cristobal Pie de Palo Malbec,431.64,34.195162635529606
2174,Cristom Estate Pnt Gr Eola A,1955.9699999999998,23.863862942683173
2175,Cristom Pnt Nr Sommers Rsv,2300.4100000000003,31.983863746027886
2176,Cristom Vyds Viognier Estate,1231.56,7.23959855792654
2177,Croft Port 11,1039.87,85.01543462163539
2178,Croft Reserve Tawny,719.64,17.542104385526084
2179,Croft Tawny Porto,191.84,0.04170141784821336
2180,Croix de Basson Rose Organic,1748.75,89.61543959971408
2181,Croix de Beaucaillou St Juln,1879.6,72.0435198978506
2182,Crop Meyer Lemon Vodka,173.94,20.627802690582957
2184,Crossbarn Cab Svgn,439.89,34.208552138034506
2187,Crown Royal 75th Anniversary,4339.38,76.62338859468403
2188,Crown Royal Apple,27.86,89.80617372577171
2196,Crown Royal No Harvest Rye,8978.88,61.44920079118998
2205,Crown Royal w/2 Glasses,2958.6699999999996,94.77400318386302
2206,Cruz Garcia Real Sangria Rd,733.37,21.724368327038203
2211,Cruzan Banana Flavored Rum,2384.83,13.3422508103303
2214,Cruzan Citrus Flavored Rum,1120.98,73.01646773359025
2216,Cruzan Est Single Barrel Rum,179.94,21.873957985995325
2221,Cruzan Raspberry Flavord Rum,2615.62,24.446211605661368
2222,Cruzan Strawberry Rum,593.46,13.144946584437028
2223,Cruzan Vanilla Flavored Rum,9198.63,23.15812245954016
2224,Cryptic California Red,9351.54,33.75101854881656
2229,Culpeo Malbec,281.25,40.352000000000004
2230,Culpeo Pnt Nr,497.52,36.6136034732272
2235,Cupcake Chianti,587.16,92.2167722596907
2238,Cupcake Moscato,3624.58,28.0992556378946
2239,Cupcake Petit Sirah Cal,536.87,35.224542254176995
2247,Cusumano Merlot,307.78000000000003,31.52251608291638
2249,Cutler Creek Merlot,144.02,18.011387307318437
2250,Cutler Creek Wh Znfdl,106.12,14.172634753109692
2253,Cutty Sark Prohibition,8402.06,79.8269710047298
2255,Cuvee Aurora Rose Sparkling,7380.799999999999,35.98254931714719
2256,Cyan Toro Zamora,1231.23,97.33193635632661
2258,Cyrus Alexander Vly,1199.88,34.64346434643464
2259,Cyrus Cab Svgn Alex Vly,3563.35,17.538271570291997
2260,D Bosler Pnt Nr Casablanca,854.43,32.7270812120361
2264,D.des Senechaux CdP,7748.45,74.95615252082675
2266,DK Burst Blustery Pmnt Trav,472.57,16.101318323211373
2270,Dachshund Rsl,4716.7,83.09326435855576
2271,Dad's Hat Rye Whiskey,538.89,81.85158381116739
2273,Dalton Canaan Red,109.89,76.52197652197653
2276,Damilano 11 Brunate Barolo,4199.3,22.08701450241708
2277,Damilano Cannubi Barolo,4079.49,44.353338284932676
2279,Damrak Amsterdam Gin,7649.44,58.23772720617457
2280,Dancing Bull Zabaco Cab Svgn,7206.62,39.36158698529962
2283,Daou Reserve Seventeen Forty,3023.52,10.719955548499758
2284,Daou Rsv Cab Svgn,3409.38,12.505499533639549
2285,Daou Soul of a Lion Red,3194.72,43.53683577903541
2287,Darioush Chard,1549.69,23.083971633036285
2288,Darioush Merlot Napa Valley,2099.65,34.979163193865645
2289,Dark Corner Moonshine,2391.08,71.39786205396724
2291,DarkHorse Rose,6511.85,32.415519399249064
2298,David Bruce Pnt Nr Anderson,6237.92,97.20820401672353
2302,David Girard Vyds Syrah Okei,5997.0,32.416208104052025
2303,David Stone Pnt Nr,53.88,30.957683741648108
2307,De Loach Merlot Cal,7714.53,51.45874084357699
2310,De Martino Cab Svgn Estate,13.99,34.66761972837741
2311,De Martino Carmenere Estate,3611.82,33.14118643786235
2312,De Martino Svgn Bl Organic,167.88,31.52251608291637
2313,De Villaine Bouzeron Aligot,824.75,2.050318278266151
2314,DeKuyper Amaretto,1249.6100000000001,48.02858491849458
2316,DeKuyper Blackberry Brandy,1118.88,8.715858715858724
2317,DeKuyper Blue Curacao,5537.84,24.802811204368506
2318,DeKuyper Buttershots,2753.88,22.877540052580358
2321,DeKuyper Buttershots Trav,175.84,95.93949044585987
2322,DeKuyper Cactus Juice,241.78,41.00835470262222
2324,DeKuyper Cherry Brandy,519.48,25.259875259875265
2325,DeKuyper Coffee Brandy,659.34,17.405284071950735
2326,DeKuyper Creme de Banana,1105.77,32.03649945286995
2327,DeKuyper Creme de Cacao Dark,5411.9800000000005,39.51492799308202
2328,DeKuyper Creme de Cacao Whit,7866.25,26.171682822183374
2329,DeKuyper Creme de Cassis,9115.86,26.995807307264485
2330,DeKuyper Grape Pucker,1311.99,6.145626109955114
2332,DeKuyper Hazelnut,1887.9,37.106838285926166
2335,DeKuyper Island Punch Pucker,5416.83,25.134072880263915
2336,DeKuyper Melon,1375.47,23.453074221902327
2337,DeKuyper Mixed Berry Medley,252.77,96.85089211536179
2338,DeKuyper O3 Orange Liqueur,199.89999999999998,23.061530765382678
2339,DeKuyper Orange Curacao,2211.54,19.645134159906675
2340,DeKuyper Peach Pucker,90.93,56.36203673155175
2344,DeKuyper Pineapple,1299.0,14.272517321016172
2345,DeKuyper Pomegranate,729.27,60.56330302905645
2347,DeKuyper Red Apple Schnapps,2384.83,19.702452585718905
2348,DeKuyper Root Beer Schnapps,4736.6900000000005,21.688351992636214
2350,DeKuyper Spearmint Schnapps,1195.08,40.880945208688956
2351,DeKuyper Strawberry Pucker,527.52,64.28571428571429
2355,DeKuyper White Creme de Ment,1428.57,24.889924889924885
2358,DeLille Cellars Chaleur Blnc,1146.69,74.01564503047902
2359,DeLille Cellars D2,8985.86,79.3021480414785
2360,DeLille Cellars Doyenne AIX,935.76,68.39039924767035
2361,DeLille Cellars Gr Ciel Cab,4549.650000000001,66.60446407965448
2364,DeWetshof Limestone Hl Chard,9177.07,28.055686618931748
2368,Debauchery Chard,156.33,51.506428708501254
2369,Debauchery Pnt Nr,11.58,65.97582037996547
2370,Debauchery Svgn Bl,2742.04,31.554608977257804
2377,Deep Eddy Sweet Tea Vodka,7228.999999999999,17.328537833725267
2378,Deep Eddy Vodka,9353.56,42.360008153756375
2379,Defesa Branco White Alentejo,3078.63,40.509902131792394
2380,Defesa Rose Alentejo,5897.46,28.108032949778377
2381,Defesa Tinto Red Alentejo,5351.88,34.86251560199407
2383,Del Maguey Vida Mezcal,216.93,24.76835845664501
2384,Delamotte Bl de Bl Brut,3298.68,76.76767676767676
2385,Delamotte Bl de Bl Champagne,1149.77,66.34109430581768
2386,Delamotte Brut,6960.27,86.51263279411003
2388,Delicious White P Vella B/B,509.66,11.56457246007142
2392,Desert Island Iced Tea,2923.29,24.19670987141201
2393,Desert Wind Cab Svgn,8123.72,5.742689309823583
2394,Desert Wind Ruah Red,644.6899999999999,28.356264251035373
2395,Devils Spring Vodka,9492.72,54.82643541577124
2403,Dewars Wh Label & Honey 2 Pk,3429.02,97.64480813760198
2411,DiSaronno Amaretto,4781.16,99.553246492483
2413,DiSaronno Cavalli Glass Pack,1369.37,62.63391194490896
2415,Diamond Creek Red Rock Cab S,4724.79,39.683880130122176
2416,Diamond Crk Cab Svgn Volcanc,4274.81,41.13562941978708
2417,Diamond Crk Gravelly Cab Svg,3149.86,31.508067025201118
2420,Dictador 20 Yr Rum,5039.16,85.88971177735972
2421,Dingle Original PotStill Gin,179.94,20.64021340446815
2422,Diora Pnt Nr,4287.23,46.17783510565096
2424,Diseno Red Blend Mendoza,6982.32,49.181360923016996
2425,Diseno Torrontes Salta,685.02,82.76838632448687
2430,Dolin Sweet White Vermouth,1308.1200000000001,33.800415863988015
2432,Dom Bousquet Cab Svgn Rsv,4461.21,23.637309160519226
2433,Dom Bousquet Chardonnay,6402.27,41.39000698189861
2434,Dom Bousquet Malbec Gr Rsv,311.88,31.050404001539057
2436,Dom Bousquet Pnt Nr Rsv,1236.3,65.45741324921136
2437,Dom Cachot Monot Ct Nuits,4534.32,78.97215017907865
2440,Dom Chandon 00 Carnrs Pnt Nr,551.76,31.970421922575028
2444,Dom Chandon Etoile,909.66,33.70600004397248
2445,Dom Chandon Riche Extra Dry,227.88,31.49025803054239
2448,Dom Clape Cornas Rd,1151.8799999999999,83.10761537660173
2449,Dom Clavel Languedoc,3987.15,79.39054211654941
2450,Dom D'Andezon CdRhone Red,7691.18,43.54897427962939
2451,Dom Dionysos Charline CdR Bl,2464.6299999999997,26.518787809934953
2452,Dom Faiv Cham Clos De Beze,2141.9300000000003,51.07683257622798
2453,Dom Faiveley Mercurey 14 Bl,6344.469999999999,8.253959747622721
2455,Dom Fleurot-Larose Chass-Mon,223.96,33.77388819432042
2456,Dom Fond Croze CdR Serra Grd,2117.37,59.36279441004642
2458,Dom Fond Croze Serre CdR Bl,1439.04,8.914276184122746
2459,Dom Fontsainte Corbieres Gr,5512.06,50.09488285686295
2460,Dom Fouassier Sancerre 13,2014.8799999999999,87.32629238465815
2461,Dom Henri Boillot Mersault,1259.82,77.92541791684526
2462,Dom Janasse Terre d'Argile,1019.4899999999999,98.68365555326683
2463,Dom La Fage Cve Nicholas VdP,5366.85,41.715717786038375
2464,Dom La Fage Tess Carignan VV,1454.8799999999999,46.28972836247663
2466,Dom La Suffrene Bandol Rose,2736.93,31.389549604849222
2467,Dom LaFage Mira Cd Rousillon,179.88,34.62308205470313
2468,Dom Leflaive Merslt 07 d'Ane,236.97,32.89023927079377
2472,Dom Perignon Rose,2529.8900000000003,37.73247058172491
2473,Dom Piquemal Cotes du Roussi,359.76,65.51034022681789
2474,Dom Poujol Rose Coteaux du,1614.1499999999999,68.48867825171142
2475,Dom Prieur Meurslt Mazray 13,1671.78,10.293220399813368
2476,Dom R Bouvier Marsny Rose 14,3551.13,54.56939058834793
2477,Dom Roux Bourgogne Chard,5021.46,26.93121124135212
2478,Dom Roux Bourgogne Pnt Nr,5725.12,34.73918450617629
2481,Dom Serene Evenstad Chard,6222.59,49.63913740098577
2482,Dom Serene Roadblock Syrah,359.8,79.58866036687049
2483,Dom Serene Rose,8884.85,38.1053325124235
2485,Dom Sourdais Chinon,742.51,51.51445771774118
2486,Dom St Andrieu Rose CdP,2702.31,78.97798550129333
2488,Dom Ste Michelle Extra Dry,2201.4,33.39420368856183
2489,Dom Tempier Bandol Rg,4758.81,81.44536134033508
2490,Dom Tempier Bandol Rose Pro,9749.32,41.51899824808294
2493,Dom Virginie Thunevin Brdx,1896.8799999999999,81.67780776854624
2494,Dom Zind Humbrecht Pnt Bl 12,967.56,9.711025672826484
2495,Dom Zind Humbrecht Rsl 12,2616.81,18.820242967582658
2499,Dom de La Foret 15 Rose,374.75,4.032021347565047
2500,Dom de La Petite Cassagne,2916.63,49.799940342107156
2501,Dom de Marcoux 12 Nerf Rouge,3499.5,54.79297042434633
2502,Dom de Nouelles Rose d'Anjou,1163.16,47.425977509542975
2503,Dom de Reuilly Pierre Plates,469.53000000000003,29.56360615935084
2504,Dom de Reuilly Pnt Gris,119.88,33.33333333333333
2505,Dom de Victoires Quincy Whte,775.03,34.66833541927409
2506,Dom de la Damase Grenache,563.53,48.574166415275144
2507,Dom de la Fruitiere Chard,2230.14,19.900992762786192
2508,Dom du Dupeuble Bjls,1359.15,91.31589596438951
2509,Dom du Garde Temps Tour Rose,7787.13,64.47009360316318
2511,Dom du Grand Tinel Ch d Pape,3239.28,84.04583734657085
2512,Dom du Grand Tinel Establet,227.94,32.877072913924714
2513,Dom du Gros Nore Antoinette,2713.41,60.63551029884904
2515,Dom le Clos des Lumieres CdR,1777.9499999999998,52.86144154785005
2516,Dom les Pallieres Gigondas,5074.92,72.41611690430588
2517,Domain Drouhin Pnt Nr Ore,9069.84,37.59206336605718
2518,Domaine Pallieres Gigondas R,8505.19,59.77996964206561
2519,Domaine de la Damase Rhone,1043.28,10.466988727858286
2520,Dominio de Eguren Protocolo,8667.51,39.51319352386095
2521,Domino Cab Svgn,3991.13,36.021774983946884
2522,Domino Chard,5609.98,35.728369905685675
2523,Domino Merlot,2399.38,43.84666075097279
2524,Domino Moscato,143.76,17.863105175292148
2525,Domino Pnt Grigio,5783.3099999999995,37.154024983706435
2526,Dominus 13 Christian Moueix,5979.77,15.304434785953323
2527,Dominus Napanook 13,1367.76,34.21652921565187
2528,Don & Sons Pnt Nr Sonoma Cst,6803.299999999999,42.91711375361956
2535,Don Julio Real Tequila,5399.82,69.3791644906682
2539,Don Q Coco Coconut Rum,77.94,73.33846548627149
2540,Don Q Coco Rum,119.94,40.47023511755877
2542,Don Q Limon Rum,311.76,21.862971516551195
2543,Don Ramon Reposado Tequila,8322.15,60.6899659342838
2545,Don Simon Selecion Chard,464.07,41.353675092119715
2546,Dona Paula Est Red Blend,1390.84,74.53337551407782
2548,Donegal Irish Whiskey,7770.86,68.74631636652829
2549,Donnafugata Ben Rye,1223.28,32.90170688640376
2550,Donnafugata Mille una Notte,510.92999999999995,80.29475662028067
2551,Donum Russian River Pnt Nr,395.93999999999994,32.429155932717066
2552,Dos Minas Malbec,2739.69,45.296000642408444
2553,Dos Minas Torrontes,297.75,39.30478589420655
2554,Double Canyon Heaven H Cab S,5469.719999999999,70.6679683786373
2556,Double Decker Red,1800.96,83.19951581378821
2557,Double T Trefethen Red,311.88,31.050404001539057
2558,Douce Provence Pear Liqueur,21.99,28.55843565256934
2559,Douglass Hill Cab Svgn,263.56,26.24070420397632
2560,Douglass Hill Chard,1180.03,26.41543011618348
2561,Douglass Hill Merlot,143.76,0.08347245409013365
2562,Dow LBV Port,5819.639999999999,16.125224240674672
2563,Dow's 10 Yr Old Tawny Port,7296.820000000001,24.278521328469118
2565,Dr Konstantin Frank Rose,5012.049999999999,77.17341207689469
2577,Dr McGillicudy's Buttersctch,398.97,86.13930871995387
2578,Dr Tanisch Feinherb Rsl,359.76,32.421614409606406
2579,Dragani Mntplcno d'Abruzzo,1880.86,32.03321884669778
2581,Drambuie 15 Yr Old,5738.360000000001,17.79114590231357
2586,Drouhin Chorey Les Beaune,6247.5,37.60000000000001
2587,Drouhin Laforet Red Bourgog,4371.57,43.44182982315278
2588,Drouhin Pouilly Fuisse,8060.639999999999,27.201562158836012
2593,Dry Creek Vyds Est Block 10,7470.5,32.988153403386654
2596,Du Peyrat Organic Cognac,7078.2300000000005,71.75565077710105
2597,DuCourt Brdx Blanc,305.64,7.970160973694547
2601,Duboeuf Bjls Rd,163.99,51.19214586255261
2602,Duboeuf Pouilly Fuisse,1641.25,90.18796648895659
2603,Dubonnet Bl,131.88,31.028207461328485
2605,Duca di Salaparuta Paso Mule,945.5699999999999,34.19736243747158
2606,Duck Pond Chard Wash,5850.97,40.31587924737266
2608,Duck Pond Syrah Columbia,2704.77,74.71651933436114
2611,Duckhorn Chard Napa Vly,8537.560000000001,26.160284671498662
2617,Duckhorn Estates Merlot,3059.82,78.49481342039728
2618,Duckhorn Howell Mtn Cab Svgn,7309.570000000001,75.9942103297458
2622,Due Torri Pnt Nr del Venezie,9372.380000000001,38.80999276597834
2625,Dunn Cab Svgn Howell Mtn,8839.32,42.73665847599137
2626,Dunn Vyds Cab Svgn Napa Vly,4274.429999999999,30.29246004730454
2628,Dutton Goldfield Chard Dutto,3782.03,90.37924077810064
2630,Duval-Leroy Femme de Chmpgne,4199.79,50.74039416256527
2631,Duval-Leroy Prestige Rose,3233.12,93.00908233095882
2633,Dylans Ghost Stags Leap Red,4949.01,36.28463066350645
2635,Dynamite Merlot N Cst,2711.87,44.03271543252442
2644,EOS Cab Svgn Paso Robles,725.34,33.41743182507514
2645,Eagle Glen Cab Svgn Napa Vly,6970.83,32.32599274404914
2646,Eagle Rare Bourbon 17 yr,79.99,28.05350668833604
2649,Early Times Mint Julep RTD,233.82,34.64203233256351
2650,Earthshaker La Quete Lirac C,191.88,34.64665415884928
2654,Ecco Domani Collezion Merlot,203.76,32.86219081272084
2657,Ecco Domani Prosecco,1047.9,85.1588892069854
2658,Echeverria Ltd Edtn Cab Svgn,492.83,53.00610758273645
2660,Eden Ice Cider Honey Crisp,1938.79,36.59963172906813
2661,Eden Ice Sprklng Cider Semi,297.49,26.67988839961008
2662,Eden Ice Windfall Orchard,359.79999999999995,35.09727626459143
2663,Eden Rose Cider Keg,502.98,35.06302437472663
2670,Edna Valley San Luis Obs Mer,2076.24,18.743497861518897
2676,Egri Bikaver Bulls Blood Eg,723.81,28.026692087702575
2677,El Caballo Gold Tequila,359.6,37.03003337041157
2681,El Enemigo 11 Cab Franc Mend,6247.5,27.33509403761505
2682,El Enemigo Malbec Mendoza,4911.24,51.92293595914678
2685,El Jimador Silver Tequila,9030.98,20.94324204017726
2688,El Petit Carlania Trepat,803.5699999999999,14.387047799196075
2691,El Toro Gold Tequila,9012.72,27.74656263591901
2692,El Toro Silver Tequila,519.35,37.27929142196977
2693,Elderton Barossa Shiraz,8434.3,21.440783467507668
2694,Elderton E Series Shiraz/Cab,503.71999999999997,3.1962201222901547
2696,Elijah Craig 18 Yr,519.96,82.01400107700593
2697,Elizabeth Rose Pnt Nr,239.88,34.61730865432716
2698,Elk Cove Five Mtn Pnt Nr,2067.56,30.417980614831013
2699,Elk Cove La Boheme Pnt Nr,2960.37,48.14263081979618
2700,Elk Cove Pinot Bl,2356.69,78.63189473371551
2703,Elmer T Lee Bourbon,9342.33,21.863389539868535
2704,Elvio Cogno Barbera D'Alba B,5971.1900000000005,35.730063856618195
2705,Elvio Cogno Barolo Ravera,8328.81,14.858785348687261
2706,Elvio Cogno Barolo Vignaelen,3499.65,32.883288328832876
2707,Elvio Cogno Dolcetto D'Alba,2198.8999999999996,22.235663286188544
2708,Elvio Tintero Moscato D'Asti,3626.7,41.791711473240134
2710,Emilio Lustau Amontillado S,8056.08,27.708761581314977
2711,Emilio Lustau Fino Sherry,3715.72,17.427577966046957
2713,Emmolo Merlot,5045.13,78.59856931337745
2714,Emmolo Svgn Blanc,937.33,94.18774604461609
2715,EnRoute Chard Brumaire RRV,6719.57,35.02441376457124
2717,Entwine Cab Svgn,3475.65,33.5505588882655
2718,Entwine Pnt Grigio,545.61,40.17704954088085
2719,Enzo Boglietti Barolo Fosati,2399.68,91.6105480730764
2720,Enzo Boglietti Brl Case Nere,2124.75,68.83021531944935
2721,Enzo Boglietti Dolcetto Alba,1255.3999999999999,87.89867771228293
2722,Epiphany Revelation,7278.61,30.829787555590965
2723,Eponymous Cab Svgn Napa,9762.880000000001,19.44426234881511
2725,Eppa White Sangria Organic,3013.68,29.022988505747122
2726,Erath Leland Pnt Nr,1860.51,42.41256429688634
2730,Erath Prince Hill Pnt Nr,2451.35,43.93089522100067
2731,Eric Kent Chardonnay RRV,1253.68,27.769446748771625
2732,Eric Kent Small Town Pnt Nr,1389.68,4.737781359737504
2733,Ermita Rioja Crianza,543.67,64.70653153567422
2734,Ermita Rioja White,508.68,83.67539514036328
2735,Ermita Sn Felices Rose Rioja,586.63,90.10960912329749
2736,Errazuriz Max Fndrs RSV,4175.42,77.46334500481389
2738,Esperto Venezie Pnt Grigio,719.28,33.733733733733736
2742,Esporao Reserva Red Alentejo,299.88,32.89315726290516
2744,Est! Est!! Est!!! Bigi Grfti,105.36,31.89066059225512
2749,Estancia Monterey County GSM,2065.02,55.742801522503406
2752,Estancia Rsv Meritage Paso R,1183.75,31.966228949682076
2760,Evans Nine Stones Brs Shiraz,573.56,41.06283562312573
2763,Evolucio Fermint Tokaj,1131.95,31.728433234683518
2765,Excelsior S Afr Chard,3322.48,36.465531771447836
2766,Excelsior Svgn Bl,4572.6,7.872982548222017
2767,Exem Brdx,3314.63,16.26938753345019
2770,Ezra Brooks Cinnamon Bourbon,56.97,3.2824293487800555
2772,F Coppola Diamnd Petite Sira,2409.4,96.98514152901137
2778,F Coppola Directors Cab Svgn,902.54,3.2065060828328877
2783,F Coppola Rosso & Bianc Shir,354.68,37.430923649486864
2790,F Coppola Sophia Rsl,255.83,6.2815150686002506
2791,F Coppola Vendetta Cab/Malbc,4593.04,0.5926358141884099
2792,F Coppola Votre Sante Ch Red,1569.6,33.33333333333333
2793,F Coppola Votre Sante Chard,5063.55,33.96925082205173
2798,Fabrizio Dionisio Cast Syrah,4340.92,47.99489509136312
2799,Fabrizio Dionisio Il Cast Sy,287.88,35.05627344726969
2800,Fabrizio Dionisio Rose Syrah,807.46,45.83013400044584
2801,Failla Pnt Nr Sonoma Cst,3464.01,98.66224404663959
2802,Fairview Pinotage Paarl,377.73,57.469621157969975
2803,Falesco Sangiovese Umbria,1227.1200000000001,96.42251776517374
2804,Falesco Tellus Cab Svgn IGT,923.16,31.48316651501365
2806,Falesco Vitiano Umbria Bian,2769.8,30.3408188316846
2807,Fanal Madeira Full Rich,8989.08,27.140041027557878
2808,Fanal Madeira Rainwater,3806.07,23.49588946078238
2809,Fancy Pants Cab Svgn,215.76,32.92547274749722
2810,Fancy Pants Red Blend,341.62,12.885662431941919
2813,Faretti Biscotti Liqueur,1034.64,74.18232428670842
2814,Farm Napa Vly Cab Svgn,130.47,31.961370429983905
2815,Farm Napa Vly Chard,1674.33,19.544534231603087
2816,Farmers of Wine Italian Red,693.55,34.604570687044905
2817,Farnese Edizone Cinque Autoc,413.90999999999997,61.68249136285666
2818,Farnum Hill Dooryard Cider,1786.51,76.87670374081308
2819,Farnum Hill Dooryard Still,1378.85,83.97795264169416
2821,Farnum Hill Kingston Blk RSV,4600.53,25.277305006162333
2823,Farnum Hill Summer Cider,1402.83,86.53935259439847
2825,Farnum Hill X-Dry StillCider,623.48,64.56662603451593
2826,Fat Bastard Cab Svgn,6877.75,45.07287993893352
2828,Fat Bastard Merlot,6600.9800000000005,37.52064087453682
2832,Fattoire Barbi 10 Brunello,6424.47,22.18470940015285
2833,Fattoria Del Cerro Vino Nob,404.7,73.8472942920682
2834,Fattoria Heba Marellino 11,6201.349999999999,66.35893797318326
2835,Fattoria Illario Rose,2280.48,73.62572791692978
2836,Fattoria Pagliaatura Verm 11,1474.77,84.50741471551495
2837,Fattoria Poggio Red 10,1457.73,85.38000864357598
2838,Fattoria de Limone,8501.02,54.27842776513877
2839,Fattoria di Basciano Chianti,7601.81,28.67777542453706
2842,Fayolle Fils et Fille Hermit,1735.72,71.42626690940935
2843,Feast Agiorgitiko,1079.1,30.25298860161245
2844,Feast Moschofilero,299.75,5.241034195162628
2845,Federico Ferrero Chard Langh,5708.65,27.09800040289735
2846,Felino Vina Cobos Cab Svgn,1439.28,32.86643321660831
2847,Felino Vino Cobos Chard,677.91,76.58096207461168
2848,Felino Vino Cobos Malbec,8815.099999999999,29.51004526324148
2849,Ferghettina Francia Mil Brut,799.84,65.5131026205241
2850,Fernet Branca Borgetti Cafe,239.88,6.015507753876929
2852,Ferrari Carano Cab Svgn Rsv,695.86,22.32920415026011
2858,Ferrari-Carano RSV Chard,4273.85,29.833756449103273
2860,Ferrari-Carano Terre Chard,638.79,18.405109660451803
2861,Ferreira 10-Yr Tawny Port,24.99,33.7735094037615
2864,Fess Parker Pnt Nr Bien Naci,1594.71,66.62716105122561
2865,Fess Parker Rsl,143.88,31.02585487906589
2868,Fetzer Eagle Peak Merlot Cal,462.59000000000003,10.912471086707455
