,Description,TotalSalesDollars,ProfitMargin
5591,Pinnacle Pecan Pie,9123.39,77.11113960928996
5594,Pinnacle Pumpkin Pie,233.82,55.692412967239754
5595,Pinnacle Rainbow Sherbet,2936.41,93.86393589451065
5597,Pinnacle Red Liquorice,826.47,76.73599767686667
5599,Pinnacle Strawbery Shortcake,3289.04,84.82444725512612
5603,Pinnacle Vanilla,2974.71,29.98914179869635
5607,Pinnacle Vodka Gift Pak,857.24,96.99384069805423
5609,Pinot Evil VDP Beaute Pnt Nr,119.88,59.45945945945946
5610,Pinotage Southern Right,614.59,32.34351356188679
5611,Pio II Chianti 07,83.88,32.90414878397711
5615,Pirassununga Cachaca 51 Rum,5788.38,17.152985809501107
5616,Pitu Brazilian Rum Cachaca,3642.21,89.95554896614966
5617,Pizzolato Fields Prosecco,167.88,31.52251608291637
5618,Pizzolato Moscato,1049.25,1.3924231593995833
5623,Planeta La Segreta Bianco,2076.69,13.358276873293562
5625,Plantaze Krstac Montenegro W,4504.08,18.892870464112534
5626,Plantaze Vranac Montenegro,2483.7400000000002,18.07113465982752
5627,Plantaze Vranac ProCorde Red,5733.25,20.91658308987049
5629,Platte Valley Fireshine,9832.57,56.334712084429604
5635,Plymouth Navy Strength Gin,221.94,27.00729927007299
5636,Poema Brut Cava Penedes,371.69,17.18905539562538
5637,Pofyros-Spiropooulos,149.94,31.052420968387356
5638,Poggio Altero Antico Brunllo,1025.82,89.17646370708312
5639,Poggio Amorelli Chianti Clsc,455.76,67.11427066877303
5640,Poggio Antico 11 Brunello Mn,7471.71,4.195826658154559
5645,Pol Roger Rose 02 Brut,935.88,8.59511903235457
5650,Pomelo Rose,4939.88,31.459873519194797
5651,Pomino Benefizio Bianco,2851.38,34.20308762774516
5652,Pomino Chard,5005.11,46.39078861403645
5653,Pommerey Brut Rose Champagne,1559.74,79.75560029235642
5655,Pommery Cuvee Louise 2002,2624.79,93.85550844067525
5657,Ponte Vinho Verde,719.28,20.58725392058726
5662,Poochi Poochi Sparkling Sake,1993.67,25.329166812963027
5663,PopCrush Sparkling Wine,107.88,31.92436040044494
5667,Porta Vita Bianco,827.31,49.402279677509036
5668,Porta Vita Blush Rosato,2841.63,40.42503774242248
5670,Portal 40 Yr Old Tawny Port,189.99,34.21232696457709
5671,Portillo Malbec,107.88,31.03448275862068
5672,Portillo Pnt Nr,1950.83,41.02612734067038
5673,Poseidons Vyd Molnar Pnt Nr,2778.61,28.55960354277859
5674,Pot de Vin Rouge Organic,179.88,31.95463642428285
5675,Pouilly Fume Minet Vls Vgns,9335.33,44.64095002533386
5678,Prairie Organic Gin,5971.14,55.74513409499694
5679,Prairie Organic Kosher Vodka,7500.17,66.7386205912666
5682,Pravis Pnt Grigio Vignetti,2939.73,85.52520129399639
5684,Prendo Pnt Grigio,1113.02,20.84508813857792
5685,Presidente Solera Brandy,7604.95,30.58770932090284
5686,Presidential 20-Yr Tawny Dec,8658.6,30.255353059386046
5687,Presswork Grenache Mclaren V,158.22,31.968145620022753
5688,Prichard's Single Malt,34.99,23.663903972563592
5695,Primo Amore Rsl,137.88,33.33333333333333
5697,Principato Pnt Nr Pavia,8747.61,32.71304962155377
5698,Prinz Salm Der Weib,1091.42,61.88268494255191
5700,Pro.mis.Q.ous Red CA,461.58,39.65509770787297
5701,Pro.mis.Q.ous White CA,191.89000000000001,73.4848090051592
5703,Proemio Chard,325.62,78.07259996314723
5704,Proemio Malbec,95.88,34.66833541927409
5705,Promesses de France CdRhone,71.91,92.33764427756917
5708,Proud Pour The Oyster Svgn B,699.65,33.316658329164575
5709,Provenance Cab Svgn Rutherfd,7824.070000000001,2.9635471052789764
5710,Provenance To Kalon Cab Svgn,3739.32,36.55049581207279
5711,Proximo Red Rioja,279.59999999999997,15.007153075822588
5712,Prunotto Barbaresco,8233.39,68.82924287565632
5714,Pulenta Est Malbec Mendoza,3378.7,90.70885251724036
5715,Pumpkin Face Rum,8739.97,60.8529548728428
5716,Pumpkin King Liqueur,4917.58,16.75905628378186
5718,Punto Final Perdriel Malbec,1119.3,32.4577861163227
5719,Pura Vida Silver Tequila,9469.54,38.343995590070904
5720,Purity Vodka,479.88,26.481620405101275
5723,Puydeval VDP D'Oc Red Blend,1138.33,14.105751407764
5725,QM Alvarinho White,1821.1,1.5216078194497726
5726,Quara Malbec,11.99,32.44370308590492
5727,Quattro Mani Barbera,1918.8,33.33333333333333
5728,Quattro Mani Montepulciano,811.42,58.33970077148701
5729,Queens Peak Cab Svgn Sonoma,1804.71,20.90197317020463
5731,Querceto Il Picchio Chianti,1349.73,89.92094715239345
5732,Querceto Il Querciolaia Tosc,4538.22,57.588217406824704
5733,Querceto Il Sole Alessandro,2855.58,87.32026418450893
5734,Querceto La Corte Toscana,2988.38,72.18492962742354
5736,Querceto Vin Santo Chianti C,406.89,34.63098134630981
5737,Querry Cider,2656.2,93.50801897447482
5738,Quinta do Casal Monteiro,599.5,0.6772310258548889
5740,Quinta do Crasto RSV Douro,9183.48,5.36691972977563
5741,Quinta do Noval 2013 Port,3599.6,89.86554061562396
5743,Quinta do Noval Port 11,3419.62,71.35588164766845
5744,Quinta dos Murcas Rsv Red Al,503.88,33.341271731364614
5746,Quivira Znfdl Dry Creek Vly,137.88,35.0739773716275
5747,Quota 31 Primitivo IGP,287.76,31.02585487906589
5761,R M Woodbridge Sweet White,1334.08,32.98153034300791
5771,R Mondavi Malbec Private Slt,85.9,28.055878928987205
5779,R Mondavi Pvt Sel Cab Svgn,867.42,31.05070208203639
5783,R Mondavi Pvt Sel Znfdl,4906.1900000000005,44.724113823557595
5786,R Mondavi RSV Cab Svgn,4193.66,37.17087222140087
5787,R Mondavi Rsv Cab Svgn,6289.63,47.81187446638355
5788,R Mondavi Winery Cab Svgn Na,123.99,32.43003468021614
5789,R Perrin Chtnf du Pape,221.94,34.19843200865099
5791,R Stemmler Carneros Pnt Nr E,73.98,65.5177074885104
5792,R Stuart Big Fire Rose,227.88,34.228541337546076
5793,R Young Est Cab Svgn Alexndr,209.96,2.610020956372651
5795,Raeburn Chard RRV,7974.1900000000005,92.99715707802298
5796,Rage Znfdl,1196.79,65.31221016218383
5798,Rain Svgn Bl Marlboro,1607.04,44.28016726403823
5799,Rainstorm Pnt Gris,1306.91,21.90739989746808
5800,Rainstorm Pnt Nr,8844.43,39.45748906373843
5801,Ram Island Lavender Lemonade,3880.38,37.79475206036522
5802,Ram Island Mead Iced Tea,1877.27,31.79990091995291
5803,Ramey Annum Cab Svgn Napa,2374.75,10.531213811980214
5804,Ramey Chard Sonoma Coast,4254.88,15.928298800436206
5806,Ramon Bilbao Valinas Albarin,111.92,2.001429592566114
5807,Ramon Cardova Garnacha,2500.6099999999997,67.39515558203799
5808,Ramos Pinto 10-Yr Tawny Red,4668.87,47.7912214304532
5809,Ramos Pinto Fine Ruby Red P,1678.88,27.034689793195472
5810,Rampolla Sammarco Toscna IGT,989.82,92.54207835768119
5811,Ranch 32 Chard,13.99,32.4517512508935
5814,Rancho Zabaco Monte Rsso Znf,5740.719999999999,10.30184367117713
5817,Ransom Selection Pnt Nr,6497.4,86.15384615384615
5820,Rastignac Pineau des Charent,167.88,34.66761972837741
5821,Ravage Knight Fall Dark Red,8249.12,17.76686482921816
5822,Ravenswood Barricia Znfdl,3058.2999999999997,49.24238956282902
5823,Ravenswood Belloni Znfdl,3997.5899999999997,48.32611648518232
5825,Ravenswood Big River Znfdl,1328.52,75.46292114533466
5826,Ravenswood Mendocino OV Znfd,9323.51,19.362557663369273
5827,Ravenswood Petite Sirah Vnts,7078.18,34.9392075364006
5828,Ravenswood Teldschi Znfdl,1811.37,43.23854320210668
5832,Ravenswood Vntrs Blend Znfdl,5385.04,35.02833776536479
5836,Ravenswood Znfdl Lodi,1562.1,94.39216439408489
5839,Ravines Cabernet Franc,409.74999999999994,75.95607077486272
5840,Ravines Finger Rsl Lakes,2724.41,38.46153846153845
5841,Ravines Gewurztraminer,16.99,35.49146556798116
5842,Ravines Meritage,1472.3899999999999,90.30555763079076
5843,Raymond Family Clsc Cab Svgn,7258.129999999999,36.11357195310637
5844,Raymond R Field Blend Lot 7,8287.72,37.28552605541694
5845,Rebel Newmans Own Cab Svgn,529.47,17.479743894838247
5846,Rebel Newmans Own Chard,199.8,22.042042042042052
5850,Rebel Yell American Whisky,3358.3999999999996,94.36160076226774
5853,Recanati Galilee Merlot,1512.11,10.72078089556976
5854,Red Car Ritchie Vyd Chard,1006.8100000000001,96.37071542793576
5856,Red Diamond Chard Wash,5028.64,33.30681854338351
5857,Red Diamond Malbec,7441.25,36.12887619687552
5859,Red Diamond Pnt Nr,7962.7300000000005,45.153232622479976
5860,Red Diamond Shiraz Wash,527.49,58.54518569072399
5862,Red Guitar Temp/Garnacha Nvr,5232.97,46.217348847786255
5863,Red Newt Clrs Rsl Finger Lak,1232.08,32.032010908382574
5865,Red Rock Pnt Nr,7181.65,46.4925191286125
5867,Red Sox Club Series Cab Svgn,9747.029999999999,36.700307683468694
5868,Red Sox Club Series Chard Rs,1499.25,77.17191929297982
5869,Red Stag Hardcore Cider,6865.7,74.52554000320434
5872,Red Truck Pnt Nr Cal,2283.81,33.178767060307116
5873,Red Truck Znfdl Sonoma Cnty,71.94,31.943286071726433
5877,Redtree Moscato,8.99,35.483870967741936
5878,Redtree Pnt Nr,6210.72,47.32382074864107
5881,Redwood Creek Malbec,4273.03,44.79982588467668
5886,Regnard Macon Lugny Chard,131.94,31.51432469304229
5890,Remy Martin VS Cognac,3213.0699999999997,76.85802154917596
5894,Remy Martin XO Excelence VAP,1759.89,86.36392047230224
5895,Renacer Enamore Red,7399.17,44.803538775295074
5897,Rene Junot White,8612.28,39.46318512635446
5898,Rentas De Fincas Rioja,899.25,55.29608006672226
5899,Renwood BBQ Zinfandel,1151.04,47.54743536280233
5900,Renwood California Znfdl,6094.4400000000005,42.14907358182213
5904,Renzo Masi Chiant Rufina RS,7345.98,20.524559010506422
5905,Renzo Masi Chianti Rufina,9448.83,35.87587034585234
5906,Revana Cab Svgn Napa Vly,9679.12,79.94621411863889
5907,Revel Stoke Roasted Pecan,1182.09,64.51031647336497
5908,Revelation Chard Pays D'Oc,81.48,34.609720176730484
5910,Rex Goliath Cab Svgn Free Ra,314.73,13.869030597655144
5912,Rex Goliath Chard Free Range,583.54,26.174726668266104
5913,Rex Goliath Free Range Red,5864.68,37.25216039067775
5914,Rex Goliath Malbec,6435.76,43.364420052954124
5916,Rex Goliath Moscato,301.54,2.102540293161761
5917,Rex Goliath Pink Moscato,257.59,7.061609534531608
5919,Rex Goliath Pnt Grigio Free,133.9,19.073935772964905
5922,Rex Goliath Svgn Bl,366.68,13.750409076033604
5923,Rex Hill Williamette Pnt Nr,3947.75,28.410464672110145
5926,Rhetoric 22 Year Bourbon,9239.16,26.475134103100284
5927,Rhiannon Proprietor's Red,1307.81,25.186380284597913
5928,Rhone Roger Sabon 13 CDR Rou,1440.97,99.34835562156047
5929,Rhum Barbancourt 3 Star,246.33,48.459383753501406
5932,Rib Shack Red,395.64,32.84804367606915
5933,Ricardo Santos Malbec Mendza,1218.3,58.07929081507017
5936,Rickshaw Pnt Nr,1902.8799999999999,30.88371310855124
5937,Ridge East Branch Znfdl,3448.85,24.59399509981588
5938,Ridge Estate Cab Svgn,5206.01,41.506067026379135
5939,Ridge Estate Merlot,2303.52,18.014169618670557
5941,Ridge Lytton Petite Sirah,7869.52,56.72417123280709
5943,Ridge Pagoni Ranch Znfdl,4564.8,20.072292323869615
5944,Ridge Ponzo Vyds Znfdl,2275.24,58.974877375573556
5945,Ridge Santa Cruz Mt Chard,4319.1,36.500659859692995
5947,Ridge Znfdl Paso Robles,8485.34,30.520167724569667
5948,Riebeek Cellars Cab Svgn,674.35,42.61140357381182
5949,Riebeek Cellars Cape Rose,2559.03,88.15176062805048
5950,Riebeek Cellars Chard,403.61,59.02975644805629
5951,Riebeek Clrs Svgn Bl Swartld,2112.0299999999997,36.37116897013773
5954,Righetti Campolieti Valpo,6592.12,25.29626281074981
5955,Right Gin,359.88,22.474158052684228
5956,Right Hand Man Syrah,37.98,38.493944181147974
5957,Riglos Gran Cab Svgn,1849.26,99.06827595903226
5958,Rihaku Nigori Dreamy Clouds,9854.52,32.28345977277433
5959,Rio Madre 2014 Rose Rioja,947.07,86.63879121923407
5961,Rioja Bordon Gran Rsva Tempr,5297.88,32.25856380287964
5963,Rioja Vega Tempranillo Garna,9628.67,61.01642282890576
5964,Riojana Cab Svgn,449.4,18.931909212283042
5965,Riojana Chard,89.88,30.97463284379172
5966,Riojana Malbec,179.76,33.778371161548726
5967,Riondo Blu Prosecco,2704.13,91.71933302023201
5968,Riondo Prosecco,575.64,33.771106941838646
5969,Rittenhouse Rye Bonded Whsky,347.88,23.07692307692307
5970,Riunite Bianco,227.76,17.808219178082194
5972,Riunite Lambrusco Cuties,3645.7200000000003,34.073379195330425
5975,Riunite Peach Moscato,59.94,31.931931931931935
5977,Riunite Sweet White,161.73000000000002,97.4649106535584
5983,Rob Stuart Vignette Pinot Nr,3636.58,0.5026700911295834
5986,Robert Sinskey Abraxas,3656.05,47.85629299380479
5987,Robert Sinskey Aries Pnt Nr,3134.03,69.981142490659
5988,Robert Sinskey Marcien Red,4599.54,69.611091543937
5989,Robert Sinskey Merlot,8517.87,9.565654324379226
5990,Robert Sinskey POV Napa Red,8998.49,61.887938976428266
5991,Robert Sinskey Pnt Bl,874.65,94.3989024181101
5992,Robert Sinskey Pnt Gris,574.77,29.97546844824886
5993,Robert Sinskey Pnt Nr,5884.969999999999,33.618013345862416
5996,Rocca delle Macie Sasyr Tscn,1052.19,50.26753723186877
5997,Rocca di Montemassi Le Faca,90.87,31.473533619456372
5998,Rochioli Pinot Noir RRV,6599.12,37.94293784625828
5999,Rochioli RRV Chard Cal,1594.71,79.44579265195553
6000,Rochioli Svgn Bl RRV,3587.08,49.02483356936561
6001,Rock Hills Farm Bourbon,649.87,30.07216827980981
6002,Rodney Strong Bros Ridge Cab,1532.79,96.92782442474181
6012,Rodney Strong Symmetry,5863.9800000000005,87.08982636366427
6016,Roger Didier Raimbault Sance,3988.67,15.489624361002537
6017,Rombauer Cab Svgn Diamond,5000.33,36.640181748004636
6022,Rombauer Vyds Chard Carneros,1385.23,44.81782808631058
6023,Ron Barcelo Imperial Rum,173.94,20.627802690582957
6024,Ron Rio Silver Rum,6018.39,27.347679362753162
6025,Ron Virgin Black Spiced Rum,1104.15,89.54489879092515
6026,Ron Virgin Bold Coconut Rum,1956.22,73.91142100581735
6030,Ron Zacapa XO Rum,659.94,23.66578779889082
6031,Roncolato Pnt Grigio Veneto,428.58,31.009379812403747
6032,Roncolato Valpo Super S Barb,173.88,33.33333333333333
6038,Root 1 Pnt Nr,9121.53,41.58479991843475
6041,Rosatello Sweet Moscato,2716.11,30.600748865104876
6044,Rose 'N' Blum Pink Moscato,89.7,32.775919732441466
6045,Rosemount Cab Svgn/Merlot,1845.3600000000001,91.22989552174103
6050,Rosemount Gewurz/Rsl,9045.22,34.26528044646785
6051,Rosemount Pnt Nr Ausl,7923.33,38.6598816406738
6054,Rosenblum RSV Znfdl Monte Rs,7476.599999999999,92.49271059037531
6056,Rosenblum Znfdl Paso Robles,215.88,33.79655364091162
6058,Rosita Tequila Liqueur,65.61,25.925925925925924
6061,Rosso del Popolo Lange Rosso,359.76,33.3555703802535
6064,Rothman & Winter Apricot,65.97,25.92087312414734
6065,Rothman & Winter Pear Liquer,21.99,21.282401091405184
6066,Rothman & Winter Violette,2968.6499999999996,19.470129520152245
6068,Round Hill Cab Svgn,3105.7799999999997,29.83405134941947
6069,Round Hill Chard,4432.75,36.793043997687974
6070,Round Hill Comm Man Cab Svgn,3643.4399999999996,29.737830182464915
6071,Round Hill Comm Man Wh Znfdl,1006.3199999999999,27.557834486048172
6072,Round Hill Common Man Chard,5594.52,24.212845171027013
6073,Round Hill Common Man Merlot,2373.3599999999997,29.876630599656174
6074,Round Hill Merlot Cal,2350.3199999999997,28.086388236495445
6075,Round Pond Est Cab Rutherfrd,6775.860000000001,89.07887707243066
6079,Royal Thistle Scotch,203.88,73.74926427310183
6080,Royal Tokaji Mad Cuvee,3249.2099999999996,40.21623717765242
6081,Rozes Infanta Isabel 10 Yr,3325.6499999999996,74.24744035000677
6082,Rozes Vintage 2000 Old Port,6448.5,81.07218733038692
6083,Rozes White RSV Porto,892.53,49.62186145003529
6084,Ruca Malen Cab Svgn Rsv,2996.17,44.441069765734255
6085,Ruca Malen Malbec Rsv,9945.949999999999,29.024376756368152
6086,Ruca Malen Petit Verdot,227.88,31.964191679831494
6087,Ruca Malen Yauquen Bonarda,231.71,69.31077640153642
6092,Ruffino Chianti Clsc Santdam,9044.4,42.501658484808274
6094,Ruffino Greppone Mazzi Bru,8468.37,6.352698335098738
6097,Ruffino Modus Toscana,1819.3,55.46418952344309
6099,Ruffino Prosecco,2257.77,25.902992776057786
6105,Rumson's Grand Rsv Rum,1627.6299999999999,95.71032728568532
6109,Russian Standard Vodka,8553.6,66.19996258885148
6114,Ryan Patrick Rsv Cab,3106.93,20.006565967047862
6115,Ryan Patrick Ryan's Rsl,933.2,19.348478354050584
6118,S A Prum Luminance Rsl Mosel,7942.06,17.941692709448184
6119,S Aviron 12 Fleurie Madrieir,1077.51,83.45073363588273
6120,S Aviron Cd Brouilly 12 Viel,949.4999999999999,83.22801474460242
6121,S S Pierce 99 Vodka 80 Proof,264.18,51.657960481489894
6122,S S Pierce Manhattan,263.76,42.74340309372156
6123,S S Pierce Ninety Nine Bl W,67.41,73.7427681352915
6124,S S Pierce Ninety Nine Gin,67.41,8.129357662067937
6125,S S Pierce Ninety Nine Rum,149.8,33.04405874499333
6126,S S Pierce Vodka,3522.18,80.80506958758497
6127,SA Prum Rsl Essence Mosel,2533.05,28.674917589467245
6130,Saarstein Riesling QbA,1494.98,78.42379162263042
6134,Saint M Pflaz,287.76,28.690575479566306
6136,SakeMoto Junmai Sake,7524.63,35.53171385171098
6138,Salers Apertif Gentiane,21.99,35.06139154160982
6140,Salmon & Trout Bordeaux Blnc,89.8,66.92650334075724
6141,Salmon Creek Cab Svgn,1861.27,27.043362865140463
6142,Salmon Creek Chard Cal,1037.92,25.531832896562364
6143,Salmon Creek Merlot Calif,149.70000000000002,33.26653306613227
6144,Salmon Creek Pnt Nr Cal,578.71,20.747870263171546
6145,Salmon Creek Wh Znfdl Cal,224.55,8.082832331329328
6151,Salmon Run Rose,5107.74,34.65857698316672
6152,Salon Brut Bl de Bl 97,5219.82,52.79492396289527
6153,Salted Caramel Martini Wine,199.29,23.76938130362788
6154,Salviano Orvieto 13 Clsco,9675.89,35.043804755944926
6159,Samos High Peaks Muscat,160.86,65.53524804177546
6160,San Callisto Montepulcno 09,527.76,34.65211459754434
6161,San Felice Campogiovanni Bru,6048.79,20.684136827365464
6162,San Felice Il Grigio Gr Sel,6675.28,16.89067724499946
6163,San Guido Sassicaia Guildal,699.72,78.13411078717202
6164,San Polo Mezzopane 06 Toscan,1684.4099999999999,77.90324208476558
6165,San Quirico Vernaccia,1910.68,62.13285322502984
6166,San Rocco Pinot Grigio Vene,2428.96,32.435280943284376
6167,San Zopito Montepulciano d'A,1349.55,79.2627172020303
6168,Sandeman 10 Yr Tawny Port,6569.69,53.48456319856797
6173,Sandeman Rainwater Madeira,4739.04,24.640855531922075
6177,Sanford La Riconda Pnt Nr,759.8000000000001,70.77783627270335
6179,Sans Liege Cotes du Coast Wh,1346.3899999999999,20.47623645451911
6180,Sans Liege Groundwork Grenac,1525.2299999999998,7.857831277905622
6181,Santa Barbara Winery Chard,265.84999999999997,6.654128267820189
6183,Santa Cristina Pnt Grigio,7543.08,14.653960981455846
6185,Santa Ema Reserve Merlot,563.53,32.86071726438699
6186,Santa Julia Malbec,3417.15,33.93002941047364
6191,Santa Maria Alla Pieve Ripas,1729.28,26.554404145077726
6192,Santa Maria Alla Pieve Valpo,3387.56,28.394773819504298
6193,Santa Marta Pnt Grigio,95.88,34.16770963704631
6199,Santa Rita Organic Svgn Bl,9.99,66.46646646646647
6201,Santa Rita RSV Chard,8522.86,45.9054824319536
6204,Santa Rita Secret Rsv Red,8864.14,39.519005791876026
6205,Santi Amarone Proemio 06,1099.78,10.882176435287052
6212,Sartori Bardolino Chiaretto,1151.28,33.771106941838646
6213,Sartori Family Pnt Grigio,1605.99,33.088001793286395
6214,Sartori Family Pnt Nr,2876.3999999999996,31.038798498122638
6215,Sartori Valpolicella Cls,1597.79,26.007798271362315
6216,Sassacaia,8669.49,78.51223082326642
6217,Sassy Bitch Pnt Noir,143.88,31.526271893244374
6218,Satellite Svgn Blanc Marlbor,2063.59,86.180394361283
6219,Sauska Aszu Essencia,1313.64,23.234676166986397
6220,Sauska Tokaji Aszu,1824.75,72.7907932593506
6221,Sauvignon Republic Svgn Bl,96.69,27.272727272727277
6222,Sauvion Muscadet Ch de Cler,4263.36,41.662913758162574
6223,Sauvion Rose d'Anjou,5191.67,63.50885167971
6231,Sauza Cucumber Chili Tequila,5858.46,75.58146680185578
6236,Sauza Sparkling Margarita,167.76,96.793037672866
6237,Sauza Sprklg Wild Berry Marg,27.96,82.15307582260371
6241,Savory & James Amontillado,1958.04,19.293783579497862
6244,Sbragia Cab Svgn Monte Rosse,2437.4700000000003,93.6676143706384
6245,Sbragia Home Ranch Merlot,549.75,66.44474761255115
6246,Scaggs Vyds Mt Vedeer Montag,1247.68,91.37919979481919
6247,Scagliola Barbera D'Asti Frm,3158.4199999999996,33.834005610400126
6248,Scagliola Dolcesvago Moscato,104.79,68.22215860292013
6249,Scagliola Dolcetto Sempre,1529.97,83.3330065295398
6251,Scagliola Moscato D'Asti Prm,1519.05,24.684506764095985
6252,Scala Dei Negre Priorat,787.5799999999999,71.48353183168693
6254,Schlink Haus Auslese,359.73,16.13710282712034
6255,Schlink Haus Kabinett,659.4,22.58416742493175
6256,Schlink Haus Spatlese,137.88,31.070496083550907
6257,Schlosskellerei Gobelsburg,5124.79,68.99385145537671
6259,Schmitt Sohne Auslese Michls,9370.14,27.27109733685943
6261,Schmitt Sohne Funf Rsl,4538.37,34.737802338725146
6262,Schmitt Sohne Funf Sangria,1858.3,35.38987246408008
6263,Schmitt Sohne Kabinett,5416.83,32.24007399161502
6264,Schmitt Sohne Kabinett Mchls,5118.06,26.919965768279397
6265,Schmitt Sohne Liebfraumilch,7277.08,32.496550814337624
6272,Schramsberg Brut Rose,1577.5900000000001,44.06911808518057
6273,Schramsberg Mirabelle B Rose,9408.24,38.83213013273471
6274,Schug Cab Svgn,4523.19,95.04796393695601
6277,Schug Sonoma Cnty Chard,1403.22,60.28562876811905
6278,Schug Svgn Bl Sonoma Vly,8634.6,92.6682185625275
6280,Scoresby Scotch,11.99,28.607172643869887
6281,Scorpion Anejo Mexcal,359.92,44.437652811735944
6282,Scorpion Silver,209.94,22.492140611603315
6283,Scott Family Est Chard Arroy,2818.5899999999997,74.49611330487939
6284,Scott Family Est Pnt Nr Arro,4270.22,73.83647680915738
6285,Screech Honey Rum,1337.0,84.81675392670157
6287,Screech Spiced Rum,1783.67,95.41170732254285
6288,Sea Hagg Amber Rum,8956.8,30.568953197570565
6290,Sea Hagg Poitin White Whisky,98.89,44.50399433714228
6291,Sea Hagg Spiced Rum,9319.24,48.93907657705993
6292,Sea Pearl Svgn Bl,818.37,22.26499016337354
6293,Sea Ridge Chard Cal,77.94,31.947652040030793
6294,Sea Smoke Chard,1511.76,15.542149547547218
6295,Sea Smoke Southing Pnt Nr,4679.28,20.364244071737524
6300,Seagram's Red Berry Vodka,5349.4,45.32097057613937
6302,Seagrams 7 PET,599.4,20.02002002002002
6305,Seagrams Twisted Lime Gin,203.88,20.0117716303708
6313,Sean Minor Red Napa Vly,7808.089999999999,31.972864042294592
6316,Sebastiani Merlot Sonoma,19.99,31.965982991495746
6317,Sebastiani Pnt Nr Sonoma,9643.1,30.071035248001166
6319,Secco-Bertani Verona,9939.59,36.31930492102793
6320,Secoli 13 Prosecco Valdobbia,3453.12,85.54640441108332
6321,Secoli 14 Pnt Grigio Venezia,189.81,60.59217111848692
6322,Segal's Cab Svgn Spcl Rsv Ga,5625.32,83.39187815093186
6323,Segal's Fusion Chard/Colombd,2654.34,16.373938530858908
6324,Seghesio Arneis RRV,197.82,77.16105550500455
6326,Seghesio Rockpile Znfdl,2963.2200000000003,35.06185838378521
6329,Seifried Nelson Svgn Blanc,287.82,8.025849489264111
6330,Selbach-Oster Riesling,1512.11,95.38128839833081
6332,Sella & Mosca Terre Rare,1633.91,27.58475069006249
6333,Sella & Mosca Vermentino Ca,9020.97,26.09819121447028
6335,Senda 66 Tempranillo,5003.86,38.38456711418785
6337,Sensi Chianti DOCG,8666.77,39.777564190580804
6340,Sensi Tuscano Bianco,269.64,33.377837116154865
6344,Sequin Delicately Rose,2041.08,26.072471436690375
6345,Sequinot-Bordet Chablis Four,7233.73,4.813422674056118
6347,Seratina Primitivo,1486.59,73.01206116010466
6348,Serbal Chardonnay,389.7,39.16859122401847
6350,Sette Ponti Crognolo Toscan,139.93,71.61437861788038
6351,Seven Daughters Moscato 4 Pk,4691.87,24.199945863802704
6352,Seven Daughters Moscato IGT,2022.16,27.983937967322074
6353,Seven Deadly Zins Lodi Znfdl,299.8,22.82188125416945
6354,Seven Falls Cab Svgn,7550.13,30.22808878787518
6355,Seven Falls Chard,1022.0699999999999,7.270539199859105
6356,Seven Falls Merlot,1725.43,25.928029534666713
6357,Seven Hills Cab Svgn Columbi,2344.98,22.445820433436527
6358,Sextant Znfdl,1144.53,33.33333333333333
6362,Shafer Hillside Cab Svgn 06,779.98,66.66709402805199
6367,Shane Judge Vyd Syrah Bennet,1074.75,45.58734589439405
6368,Shane The Unknown Syrah No C,1559.61,63.60628618693135
6369,Shannon Ridge 09 Cab Svgn,575.64,58.057119032728785
6370,Shannon Ridge Chard HE Lake,335.79,59.81416957026714
6371,Shardana Valli Di Porto Pino,2324.0699999999997,72.04301075268816
6373,Shatter Grenache VdP Catalan,5457.2699999999995,78.5757347538238
6374,Shaya Verdejo Old Vines Whit,2616.1,28.849814609533276
6377,Sheffield Marsala Silver Lne,7982.889999999999,35.35411361048441
6380,Shellback Spiced Rum,6247.3,70.71438861588206
6384,Shooting Star Chard Lake Cny,344.77,28.938132668155582
6385,Shooting Star Znfdl Lake Cty,794.47,8.758039951162415
6386,Sidebar Svgn Bl,1943.1899999999998,93.54463536761716
6387,Siduri Pnt Nr 13 Clos Pepe,7631.39,27.564965229139123
6388,Siduri Pnt Nr RRV,1104.61,18.378432206842234
6391,Siegel Reserve Cab Svgn,2529.81,50.53778742277088
6392,Sierra Cantabria 14 Rose Rio,181.86,40.87759815242495
6393,Sierra Cantabria Crianza,3036.18,77.32841926368003
6394,Sierra Cantabria Rioja Tint,8327.06,37.00825981799098
6395,Sierra Cantabria Unica Rsv 0,6008.66,31.758495238539048
6396,Signo 11 Bobal de Manchuela,6019.139999999999,85.10833773595563
6397,Signorello's Cab Svgn Napa,1083.86,73.46243979849795
6398,Sileni Nano Pnt Nr,75.81,14.523149980213699
6400,Silo Whiskey,354.42,71.68613509395632
6401,Silver Mtn Hard Cider,342.51,77.46635134740592
6404,Silver Oak Cab Svgn Napa Vly,6599.700000000001,79.59225419337243
6405,Silver Palm 12 Chard No Cst,913.37,38.66779070913211
6407,Silver Root Marley Rum,764.49,81.66882496827951
6410,Silverado GEO Cab Svg,437.94,35.059597205096594
6415,Simi Cab Svgn Alexander Vly,367.98,34.20838089026578
6417,Simi Chard Sonoma Cty,5097.83,2.4267188195761733
6422,Simonnet-Febvre Bourgogne Br,2323.45,29.13985667864598
6423,Simple Life Chard,911.28,40.900711087700806
6425,Simply Naked Cab Svgn,895.13,80.09227709941572
