,ProfitMargin
329,39.67625015794726
330,28.989685388969598
331,25.264331386426264
332,40.74716863352242
333,12.858642263968969
334,30.804331756784414
335,41.033756917601735
336,33.9491250709903
337,22.41706509262375
338,38.22745980888871
339,26.611711856724895
340,23.137214626398073
341,23.060916292475984
342,25.138619797543075
343,27.038586693709043
344,4.866784570151598
345,27.142839742262385
346,29.87690539591498
347,34.232442047962216
348,23.867710365639812
349,29.02628278312227
350,23.97512148709493
351,19.352864306884037
352,32.88153296903557
353,30.441043978655053
354,21.672256173424
355,22.638141821306345
356,30.316975766736892
357,24.25614525078136
358,19.34437605781794
359,35.46963954018713
360,30.694591319862447
361,20.694686459736946
362,30.963885513098298
363,43.37692866178251
364,31.259477137861563
365,39.505587272008995
366,11.34963376705652
367,24.474147099113765
368,39.149862651983454
369,35.56915572092254
370,38.51515236795362
371,28.102848283892364
372,25.15115831649987
373,39.91672815692071
374,21.579952477409805
375,38.22755459293492
376,9.828142029637679
377,11.121513111286099
378,29.8582280433996
379,18.17693023186949
380,19.212203726448383
381,33.258141323153595
382,23.051269634814208
383,17.271440955423195
384,27.558549839328915
385,28.036178842562226
386,41.60062804442689
387,27.834534531651585
388,31.771412294117457
389,34.15562240640996
390,40.83865411996036
391,28.26359779091201
392,26.74880735647077
393,30.63005118534482
394,14.914519676721829
395,23.339725944863208
396,29.02573168364176
397,29.264323425554934
398,1.135783023696871
399,30.050610830002473
400,29.894795293764737
401,30.46764033679305
402,36.07717531701056
403,34.9353447954488
404,25.897023603338077
405,25.989713195797147
406,21.875843842127058
407,28.356434616268988
408,19.842183340481476
409,31.164454149511666
410,26.456379438638105
411,29.042648562511225
412,39.10829467253713
413,22.898442877486747
414,24.277544785524512
415,28.220410226253613
416,30.596647291406082
417,21.28743394010569
418,39.003411633666914
419,29.697740915359173
420,19.21705578197631
421,21.10650802722595
422,21.962849988048
423,40.98288670626346
424,27.678497008542696
425,46.89497192017312
426,26.98404253623432
427,34.06189926352299
428,42.761558885238905
429,36.68066119073286
430,27.579916098750505
431,20.939427852275468
432,23.688783149311675
433,33.65098415620375
434,23.659522967524396
435,22.544934060584442
436,28.693525971178623
437,31.719466565808435
438,25.89485268372914
439,33.21852145209914
440,33.78798354407899
441,28.739761553852162
442,29.877504338707396
443,26.89446773906092
444,26.94929833904489
445,38.839987573102036
446,42.57271587254766
447,34.785389477237835
448,28.932132417637213
449,34.57514976592946
450,18.42059714175539
451,18.894924057117784
452,33.59007264852275
453,33.541321523396775
454,41.18364232163007
455,22.462629415281718
456,31.686080914820643
457,39.370964167398235
458,36.917591616396415
459,33.445626987717446
460,37.65432051997918
461,23.35129449694659
462,37.735017150724595
463,32.725026058044
464,32.021096726454445
465,30.925041574017083
466,30.367798836554698
467,41.50415544764276
468,26.665442392986776
469,29.602580714401284
470,19.746863046982277
471,32.60676289755426
472,42.54602633515656
473,41.490479319231596
474,28.03860582369866
475,40.209163571191525
476,31.20966431446944
477,38.80030460724197
478,33.04203112666434
479,26.664730203864416
480,26.253075916938943
481,26.546280152910057
482,12.99894275919744
483,29.586934196706533
484,42.30267816454827
485,30.040555773792043
486,8.759195400219278
487,43.37282912322666
488,30.164405757246826
489,30.11726218195177
490,40.49220632022213
491,27.25847886138383
492,31.623966790917297
493,0.4733342464243196
494,39.09291561137497
495,40.80317990720396
496,38.72789766363868
497,34.60465899172543
498,41.58158676568549
499,16.24234457598286
500,25.21029865643366
501,30.364407813993854
502,29.92531410202986
503,34.9284467589946
504,29.87324333093063
505,28.405600260986834
506,36.38149652465597
507,42.94663285289989
508,23.27264636320297
509,30.480803729565675
510,21.6530514175877
511,28.701844236674752
512,37.8844651930114
513,28.997087800448178
514,24.32908223435732
515,39.97815013996409
516,34.29378673611909
517,27.57982030600474
518,25.398225397788305
519,37.00490453984917
520,29.782966419708305
521,30.500770236440864
522,37.99157930426869
523,14.001961443670702
524,40.9810658488189
525,26.131660700888688
526,36.416438697019785
527,42.072688805677736
528,36.592449362057586
529,39.116671987952515
530,29.921221406768154
531,27.381079191212443
532,27.871255057129375
533,38.80686804463338
534,44.538724475821084
535,14.743439809250605
536,27.051257793710775
537,21.509747777992473
538,29.461940749558792
539,41.24557335112274
540,24.565069263599828
541,42.67314056997743
542,33.88368824913209
543,24.240102842141205
544,33.09471102986905
545,21.51039866130119
546,34.73214884503854
547,19.86641398522918
548,36.563904793856324
549,39.7738552188287
550,22.710155651233077
551,24.462362678530788
552,27.666699611180867
553,41.21578044130674
554,30.149645894438436
555,29.601183251462004
556,25.391805917414565
557,27.669925541859623
558,20.80178104768962
559,29.623963599476287
560,16.741131350531642
561,32.38594963524058
562,13.233775923652605
563,34.9006323926731
564,27.088942690680824
565,39.587697917207514
566,28.358606687392935
567,18.127013584936808
568,31.78247568663798
569,31.57767760014715
570,30.711936836187675
571,39.13810128215463
572,25.726929650619823
573,39.916056749231196
574,24.87107464597276
575,29.05393831989742
576,30.89733272937582
577,22.609186901880975
578,22.550416244580482
579,35.109264830930364
580,34.82224556884807
581,40.90919567135231
582,32.94432624232393
583,31.421782952533427
584,14.334735212597058
585,19.329915260272028
586,21.675864099822224
587,34.971674621210106
588,21.054502364500784
589,25.846320894741826
590,16.129136230480903
591,22.049943549516506
592,19.019382327744147
593,14.64894499908006
594,31.565138652610003
595,34.96089583365781
596,20.077946787128077
597,45.7476870620295
598,19.089957853928112
599,21.558896277497457
600,27.768610593821098
601,43.674589370174864
602,37.43664480627963
603,36.08796246628758
604,39.82886559933638
605,34.43676344413008
606,26.36702811669164
607,28.869334316520114
608,36.4262408845602
609,36.53124686334844
610,28.344255019902093
611,15.514709751630578
612,37.07014943609842
613,24.727385557852994
614,1.7584783660990169
615,28.984742253709182
616,22.97416933684275
617,35.094670696361
618,44.637829986626805
619,43.122532371820476
620,24.735516793677995
621,13.85659850612
622,22.83267396229058
623,30.481342492782552
624,24.078055104103687
625,21.761806071288632
626,31.54593716762242
627,45.942469635446514
628,20.414502528297465
629,28.463142054179386
630,27.95076642372773
631,22.806626662118155
632,45.52748591444462
633,33.74245466265039
634,28.219331814685
635,24.20468249494284
636,25.58425588702568
637,22.50578846612506
638,27.293122337886324
639,40.2443346156694
640,36.44758523092918
641,42.22772842804673
642,29.305911009957846
643,38.08249784702305
644,31.864975629975113
645,42.07018502087004
646,29.977604557341405
647,31.938179392612735
648,26.86500887779732
649,41.50548611338803
650,26.268870755784736
651,44.34919845119577
652,28.32094734212277
653,22.4678694987458
654,25.87169918495229
655,39.75419200689716
656,38.09840106920589
657,28.808433963784026
658,38.73529579087413
659,42.34661514684219
660,21.67452190298845
661,35.46991689699397
662,34.65475908436718
663,34.50120209089198
664,22.668729638043583
665,27.762517469037647
666,26.155392733675598
667,15.924204516283766
668,35.0824054940782
669,36.560938726580936
670,26.132134638081904
671,24.12054213999668
672,12.856535531614169
673,24.83882054147996
674,24.55235659677696
675,28.43214753757665
676,33.0041076291134
677,29.28379784196069
678,26.89719981041184
679,43.15126804427736
680,22.928170366849617
681,34.43508865460874
682,29.367381549004484
683,26.75360267263101
684,31.821245715433044
685,2.3310184758113226
686,21.065044945260436
687,11.551098022205254
688,29.0973121812921
689,27.667932825667872
690,26.786771749343735
691,26.380310630927966
692,16.47336118542405
693,36.62519989365458
694,39.208979349636756
695,21.82771872444808
696,22.080069045439593
697,28.056878754999516
698,34.6622443698251
699,44.363256242283775
700,34.77400111155081
701,13.477170069793193
702,38.28632500052589
703,41.619081015570686
704,36.275945851971485
705,32.067656759883924
706,33.67307926611518
707,36.11081748686058
708,34.02926693108371
709,31.624503910261208
710,36.17403263925945
711,7.094179327045939
712,47.58069303382062
713,21.429823829215934
714,35.41998340567687
715,27.047360374388074
716,40.99185728326973
717,21.05312056384361
718,25.652105572565485
719,19.954895488599103
720,40.81245770006679
721,37.67447857143098
722,32.698724695181944
723,14.605820788270549
724,22.683805899188282
725,30.1663795685926
726,40.0303891555162
727,20.435581524286462
728,37.05445015170355
729,32.7910029225812
730,23.638527371877103
731,49.523041020911776
732,17.02471063232739
733,29.477374250978432
734,23.459761604321574
735,45.295456849101804
736,35.62539108180809
737,34.78833646285409
738,35.54773178805142
739,25.65307367352873
740,22.739771781859112
741,38.276967013857785
742,23.1326810908589
743,25.998280616872556
744,25.888335078616187
745,30.23602707057845
746,21.330650100286316
747,25.657885955173658
748,15.436338934873234
749,44.68098548071911
750,45.01157343214742
751,40.30969538364828
752,27.21865843118327
753,10.417325279778845
754,36.21521029567208
755,29.346360414508844
756,29.372322504452193
757,34.756209235460865
758,35.59156078847507
759,43.42331606910431
760,35.196546870345045
761,17.618048728283732
762,21.73881281874507
763,33.46480741687204
764,33.11234913858571
765,31.3717294553814
766,29.322739796347285
767,10.691776811858466
768,38.110249735988006
769,27.339126561321546
770,21.366435903302587
771,22.838898005587165
772,25.4896074846151
773,39.999287711358924
774,21.92755715641458
775,32.75013698625968
776,39.09556211975292
777,21.706226668100307
778,24.125854723942187
779,26.527077766126578
780,31.903234007418536
781,32.91899067983788
782,24.086082948475845
783,32.05568633019656
784,34.03481493897792
785,22.526588603466465
786,29.64116847658948
787,22.493821819068334
788,30.80786870266567
789,21.702202772559577
790,21.071596146656624
791,29.508494530585505
792,19.21910538641817
793,28.450356310180204
794,3.3969494055147558
795,32.556341620536664
796,28.15847851307467
797,35.444988943472495
798,32.38269287698126
799,27.47830675600976
800,42.287691712072316
801,28.932327867893378
802,26.758743407242708
803,22.03347154830816
804,21.474382039140753
805,38.584099091718926
806,40.62504732466317
807,24.489035289694865
808,33.871747290751074
809,41.4059147751423
810,29.37221155870391
811,9.248336288577558
812,25.8539318420147
813,31.817253565257985
814,41.36943970552808
815,37.32538740666551
816,40.565705867421286
817,23.73920475966252
818,22.745867079978087
819,31.333015798056845
820,20.38800067705849
821,11.55498311648156
822,30.96932540409319
823,31.969281340739414
824,25.497530899773935
825,22.15278572001632
826,42.039421953693946
827,31.495568946175702
828,35.301348947807455
829,36.160171733912186
830,18.771415829343123
831,34.61922718461392
832,23.457719639363674
833,23.855699095167257
834,28.481399294765875
835,50.89741042095186
836,20.506702893827352
837,20.607850609756092
838,26.04078958872905
839,24.928834399955033
840,45.81746774952868
841,28.527728372264395
842,32.420689136652086
843,26.055528143362267
844,41.00437554681611
845,27.15189893877234
846,31.68541447892583
847,27.0867139959432
848,26.00890548784808
849,37.944839277664066
850,20.214230809642036
851,24.98867325029249
852,29.33129436872552
853,36.59322285711591
854,27.107026493969283
855,26.310569789403466
856,50.51036513620637
857,26.011186030640225
858,34.90577384118261
859,15.284363950306929
860,20.050892289148557
861,21.851460541298056
862,45.48310923413187
863,34.35501318040251
864,27.150781278323606
865,27.83563252980603
866,30.447058971881003
867,28.68004784513249
868,22.170976858803442
869,27.857166102252044
870,23.5563878413857
871,34.72859812933415
872,22.80799669660314
873,28.1149155459026
874,37.86126513522689
875,24.330741985345053
876,27.481553149680565
877,29.563103949308367
878,30.314944740345133
879,27.981495860628392
880,38.875355717135264
881,27.422763693413664
882,10.154492196015354
883,25.432756579673693
884,21.006318643781068
885,32.08455560632243
886,31.761896291588336
887,28.249702844671603
888,28.716796055309985
889,28.53240127623891
890,15.043760380719624
891,31.386931927709448
892,22.279026698103674
893,32.89419064034267
894,25.60937855419379
895,56.81382447433262
896,32.30946644921029
897,17.687355387853092
898,17.26111665724819
899,32.315045126758925
900,29.446349828515437
901,38.248293756654576
902,24.11748564506549
903,38.627028419566294
904,23.21984798877383
905,27.23181234777199
906,34.78826275425141
907,37.59579483486461
908,44.15221473940005
909,4.358560731752844
910,2.4808096074980868
911,23.902859155817453
912,38.942371421944706
913,38.837470817646256
914,21.86294404643324
915,25.081610911151326
916,43.619833472220016
917,44.3922262244158
918,25.54175516306451
919,25.689240596684037
920,29.64032013195134
921,33.79072587046302
922,44.20527938649991
923,41.444902262107185
924,45.62559364856591
925,14.193210674755106
926,44.307017384803096
927,24.577587952499773
928,25.41868990168422
929,32.89681355746916
930,17.315542773174293
931,23.31320764164308
932,34.880882212733795
933,38.94621732988745
934,28.66092838893506
935,21.971487144176148
936,27.239505782459617
937,22.999108134230063
938,26.160167191556216
939,24.678403008536133
940,35.7081152857218
941,27.97963338466171
942,26.25055603965705
943,31.18306504377038
944,27.859541122310755
945,28.182326514774225
946,42.29816901077923
947,34.508725277143014
948,28.31040129877082
949,20.984025050803087
950,32.09807246622576
951,26.416138408558854
952,31.782766091771386
953,23.063257080898566
954,38.11590344887359
955,49.62943560841218
956,30.665747176242323
957,32.32686470640994
958,23.246354545771975
959,36.26491381256209
960,24.944590852369238
961,34.36867792226398
962,29.071520301467935
963,37.2709886862501
964,39.70069173262771
965,0.9140682747123273
966,16.528625843800548
967,37.9825552529616
968,8.41619104573995
969,25.7335513255044
970,32.21587387085137
971,36.28832663591081
972,33.68312127576461
973,22.33399270999398
974,44.977752220285446
975,25.344330366707602
976,15.505007781201932
977,21.763901371575937
978,41.54696336302288
979,36.92475853850703
980,22.881303899473814
981,39.234285179938
982,56.0893150325411
983,33.04918705205482
984,40.42621660663085
985,4.1288263120503235
986,28.285392983290063
987,48.418797159913005
988,36.72129062790531
989,24.626408962391782
990,11.058631461522236
991,41.95638148452156
992,23.028473526416445
993,24.157365962930587
994,24.169274575575773
995,35.70407058593949
996,27.316584959961993
997,35.47750322117487
998,35.53175857009353
999,28.416252340504812
1000,19.290122604979697
1001,23.84918020911603
1002,31.905927305855787
1003,32.585305744307284
1004,28.126462611521337
1005,34.54649281212497
1006,29.836013977532172
1007,18.776524828656417
1008,26.03899012435348
1009,26.80115801127333
1010,21.672764919920706
1011,21.06540114185992
1012,25.562743876024946
1013,46.718959963956216
1014,32.626116204496824
1015,28.31929398500328
1016,24.196813660769305
1017,30.168222383054673
1018,41.74722704293367
1019,32.59228216846717
1020,45.654970312012
1021,48.782527190813866
1022,30.455315301726337
1023,21.945985742142824
1024,14.320608191209056
1025,26.116453725682177
1026,37.104172195337945
1027,31.76428543974039
1028,25.17158743804605
1029,19.730326787145447
1030,41.64344694895055
1031,24.286267152522072
1032,22.32472548800704
1033,33.753623591249045
1034,52.42377903683493
1035,37.81065413142256
1036,35.10342649040517
1037,35.78581128845774
1038,34.68097889031675
1039,23.424122649864678
1040,41.25200875509382
1041,26.595838974347885
1042,29.9844923872688
1043,23.92977478564082
1044,20.318255675105558
1045,23.482864603491148
1046,29.68042447386666
1047,39.36060318358528
1048,19.74358160752453
1049,22.092674782528324
1050,29.770534999363395
1051,33.775020947937385
1052,35.06096395596181
1053,23.42381000827482
1054,27.836392331073174
1055,21.557859360787724
1056,37.04730298228219
1057,32.34069165119403
1058,35.96768791905829
1059,43.19805466362571
1060,32.096396075572606
1061,30.09772220977575
1062,17.709716332355384
1063,26.64411294876188
1064,23.7930460539764
1065,34.3557499951374
1066,31.411675558089296
1067,42.20941951225483
1068,22.973161609856216
1069,38.80994589457343
1070,19.598926421250038
1071,28.429977123421178
1072,28.08933471852189
1073,14.38965827140832
1074,33.077748856727325
1075,25.687489567197062
1076,23.449361219361133
1077,27.05463580851922
1078,32.86482337072425
1079,26.02917020664074
1080,18.315472846378334
1081,27.619221363036345
1082,42.00887361354387
1083,32.541825449035954
1084,27.200974759401515
1085,16.973415241243302
1086,35.8741989823813
1087,42.036476216696364
1088,28.504355275460185
1089,26.877071296809618
1090,5.204732082922971
1091,21.849929614657817
1092,31.42209670263762
1093,35.84505820117429
1094,35.32284113825905
1095,26.43823154830492
1096,17.33251988693239
1097,23.051835871962897
1098,44.73898321115594
1099,33.82799837653464
1100,41.39972280151811
1101,23.62376013685838
1102,12.578322705536474
1103,36.44459183365455
1104,40.20390355966357
1105,22.53725096033932
1106,37.978076876057045
1107,46.0552360006767
1108,32.40480237481629
1109,39.952690699277696
1110,26.369687598226992
1111,26.84529328059905
1112,38.22971244897632
1113,29.06885478595739
1114,35.23202846232276
1115,33.607087654410485
1116,37.36183075513736
1117,27.01881525122221
1118,45.854942709755306
1119,24.11502479656397
1120,25.278691703038668
1121,43.3676361799828
1122,32.220478190845796
1123,47.7710167088167
1124,10.169429338220628
1125,35.766076219132145
1126,6.288471665305745
1127,25.6658900557433
1128,21.897280951035754
1129,22.629627080464715
1130,25.29229065584794
1131,27.47976327479981
1132,41.592478223896144
1133,28.53080272468254
1134,43.63506314789631
1135,18.723023005277447
1136,31.26850440899943
1137,33.739677821628895
1138,23.083684803159883
1139,26.373614008639667
1140,28.785780068848577
1141,17.69492014779471
1142,34.065248125636145
1143,22.557062734187355
1144,15.373515367166208
1145,12.518066596459118
1146,27.757441947944418
1147,32.57436220342158
1148,30.85544564130482
1149,47.640348999237546
1150,27.605759837050886
1151,27.74485403215559
1152,45.860615078905084
1153,24.07430912718763
1154,17.5399748148016
1155,28.88710875084024
1156,35.71228262317992
1157,21.711617773858226
1158,29.06588494243607
1159,27.742684463266226
1160,26.616464007241596
1161,34.140359827228515
1162,30.935179321858264
1163,40.97504865225499
1164,39.191176116121994
1165,7.056281466928358
1166,18.1535529635969
1167,36.79344190229142
1168,36.0690097388827
1169,38.32787010945617
1170,39.90725868184849
1171,29.059255096716996
1172,24.345212863286168
1173,10.12398762299756
1174,9.664889236246575
1175,17.233285695509824
1176,30.159129887485708
1177,29.897644229964094
1178,18.698235981952475
1179,0.3517041378167207
1180,23.726048019487916
1181,23.50495910369382
1182,28.905395285652595
1183,23.1306283192652
1184,30.857703207034042
1185,35.692322223096355
1186,36.88170070276701
1187,24.89735160333499
1188,38.283336118184344
1189,22.86627009703341
1190,35.125135997726126
1191,29.022183024568886
1192,27.609269794225266
1193,21.471972760772033
1194,29.91731242284022
1195,26.142496799133536
1196,25.892692278573232
1197,43.585649425629235
1198,7.676539940046531
1199,50.564382445034596
1200,40.68260174502591
1201,41.58965971784498
1202,27.994953169549163
1203,34.74017561138966
1204,36.09542540856731
1205,40.6894693192835
1206,30.16148559626821
1207,19.42035515153021
1208,36.320254506892894
1209,26.684955297084446
1210,12.711191697657487
1211,45.78144918599354
1212,42.93102148144364
1213,25.58545132347565
1214,20.82866227570831
1215,44.83348377734912
1216,13.638606062934649
1217,34.550332372430105
1218,39.192935643039704
1219,33.05321346275536
1220,16.696573877298373
1221,36.72872295367294
1222,31.00121555406109
1223,28.420096135896838
1224,21.89082956262796
1225,27.817602803227448
1226,16.469034485006535
1227,25.547148984933376
1228,29.55934089799266
1229,36.86302841940489
1230,21.72935189093724
1231,26.498649164277133
1232,38.20128942903484
1233,42.231791842310855
1234,16.291587719008792
1235,32.84754964994999
1236,29.054655811936993
1237,29.999991119961837
1238,19.96929599904812
1239,36.69619480992431
1240,40.41270688873498
1241,35.212917580196354
1242,35.1076818956054
1243,26.50772121458681
1244,29.05799348766332
1245,25.19302365675569
1246,28.201955584560316
1247,25.586243133273978
1248,6.096592490778007
1249,51.87172822150645
1250,27.324162972548343
1251,30.782956869913384
1252,54.75746214297619
1253,11.271348017011144
1254,27.042243146822898
1255,32.17350366994072
1256,34.94161086868188
1257,15.743097584004515
1258,36.06849809262077
1259,4.339044823229312
1260,20.248521116757992
1261,22.527318186921537
1262,22.60064931431134
1263,25.118749382869844
1264,15.638782096815685
1265,24.828113106017472
1266,44.00351381528618
1267,25.317773005978545
1268,27.10125475376259
1269,27.900921199366508
1270,43.50519785361334
1271,22.647166772456615
1272,31.646550617413695
1273,24.370354980904757
1274,29.976052033564283
1275,34.38109129182321
1276,19.403222106544785
1277,43.21216853289919
1278,34.789640036342256
1279,27.084341618911534
1280,29.202916450854616
1281,28.670745239029827
1282,43.718442886973634
1283,30.169129070942052
1284,30.79715702684239
1285,21.576978634795427
1286,20.811805191442115
1287,26.97466873789292
1288,19.498385447781743
1289,25.173463995935276
1290,33.38447878675751
1291,41.23499209812279
1292,22.85214000004961
1293,20.38806784495112
1294,2.5214753816589264
1295,29.660635710664195
1296,35.89174640302763
1297,11.343133596341213
1298,17.98246483469023
1299,28.201663910705477
1300,22.523514098108862
1301,8.113838117904164
1302,30.225909550254322
1303,6.46370601848123
1304,34.96300267041371
1305,35.903417534891894
1306,25.776070257154792
1307,26.71677488841323
1308,21.533159006726656
1309,28.524661246612464
1310,33.41317702323415
1311,28.4303264517609
1312,21.59326758632121
1313,14.522663630665905
1314,42.66004486186771
1315,31.23979182806308
1316,31.63465301008302
1317,44.110552232241304
1318,34.76343097098805
1319,41.7038384205748
1320,32.526103200312626
1321,32.99931194014073
1322,38.068728883286944
1323,33.24293759306505
1324,26.97164527660924
1325,26.51556096568998
1326,38.695472209812095
1327,48.124816098939355
1328,32.451751250893494
1329,30.88636555164837
1330,17.622775056446553
1331,44.94057129127289
1332,31.94182384702961
1333,29.85450410554313
1334,25.43214807453154
1335,27.482563611541593
1336,37.955885813175044
1337,26.87395920825275
1338,41.2259936360221
1339,40.32977437346193
1340,39.79112736767695
1341,36.27708837675201
1342,32.69085434574575
1343,18.57742269078118
1344,41.91829589348711
1345,24.923513906176158
1346,10.529972036584368
1347,28.403677871106954
1348,39.018052581189615
1349,32.341470330359265
1350,31.090943800148445
1351,31.63820046044571
1352,31.918056956749925
1353,29.31511686698091
1354,31.13276583994398
1355,36.793814651396715
1356,26.54073405298619
1357,33.33097917142971
1358,21.127703813660982
1359,21.147449820055193
1360,32.63312869960514
